Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_2_94,VDD,Metal1,51.3600,26.4600,1.199909
FILLER_2_82,VDD,Metal1,45.3600,26.4600,1.199941
FILLER_2_80,VDD,Metal1,44.6400,26.4600,1.199941
FILLER_2_49,VDD,Metal1,29.5200,26.4600,1.199972
FILLER_2_42,VDD,Metal1,27.6090,25.8610,1.199972
FILLER_2_35,VDD,Metal1,24.2490,25.8610,1.199978
FILLER_2_28,VDD,Metal1,20.8890,25.8610,1.199985
FILLER_2_21,VDD,Metal1,17.5290,25.8610,1.199990
FILLER_2_14,VDD,Metal1,14.1690,25.8610,1.199990
FILLER_2_7,VDD,Metal1,10.8090,25.8610,1.199990
FILLER_2_0,VDD,Metal1,7.4490,25.8610,1.199990
FILLER_1_303,VDD,Metal1,151.6800,18.9000,1.199868
FILLER_1_299,VDD,Metal1,150.2510,19.4960,1.199869
FILLER_1_292,VDD,Metal1,147.6090,19.4980,1.199880
FILLER_1_285,VDD,Metal1,144.2490,19.4980,1.199882
FILLER_1_278,VDD,Metal1,140.8890,19.4980,1.199883
FILLER_1_271,VDD,Metal1,137.5290,19.4980,1.199885
FILLER_1_264,VDD,Metal1,134.1690,19.4980,1.199886
FILLER_1_225,VDD,Metal1,114.2400,18.9000,1.199935
FILLER_1_218,VDD,Metal1,112.0890,19.4980,1.199975
FILLER_1_181,VDD,Metal1,92.8800,18.9000,1.199966
FILLER_1_153,VDD,Metal1,79.4400,18.9000,1.199960
FILLER_1_80,VDD,Metal1,44.4000,18.9000,1.199932
FILLER_1_39,VDD,Metal1,26.1690,19.4980,1.199942
FILLER_1_32,VDD,Metal1,22.8090,19.4980,1.199977
FILLER_1_25,VDD,Metal1,19.4490,19.4980,1.199993
FILLER_1_18,VDD,Metal1,16.0890,19.4980,1.199992
FILLER_1_11,VDD,Metal1,12.7290,19.4980,1.199990
FILLER_1_4,VDD,Metal1,9.3690,19.4980,1.199990
FILLER_0_303,VDD,Metal1,151.6800,18.9000,1.199868
FILLER_0_295,VDD,Metal1,148.3310,18.3030,1.199880
FILLER_0_288,VDD,Metal1,145.6890,18.3010,1.199882
FILLER_0_281,VDD,Metal1,142.3290,18.3010,1.199883
FILLER_0_274,VDD,Metal1,138.9690,18.3010,1.199885
FILLER_0_267,VDD,Metal1,135.6090,18.3010,1.199886
FILLER_0_256,VDD,Metal1,130.3290,18.3010,1.199887
FILLER_0_249,VDD,Metal1,126.9690,18.3010,1.199887
FILLER_0_242,VDD,Metal1,123.6090,18.3010,1.199887
FILLER_0_238,VDD,Metal1,120.2400,18.9000,1.199887
FILLER_0_231,VDD,Metal1,118.3290,18.3010,1.199908
